sc,model,scenario,MPscen,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2070,y2080,y2090,y2100,rank
604,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_50,Emissions|BC,,,,,,,,,,,6.908072986,,,,,7.051521066,,,,,7.096967123,,,,,,,,,,6.0399258,,5.040149155,,4.104739553,,3.381196198,,2.896884959,2.359048297,1.869024407,1.458955811,1.419365173,10
604,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_50,Emissions|CO,,,,,,,,,,,859.4526526,,,,,892.3366766,,,,,861.1360921,,,,,,,,,,771.7075256,,665.1817457,,529.3253455,,429.9248966,,351.7249656,286.3690696,219.2195367,172.8602942,154.6694294,11
604,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_50,Emissions|CO2,,,,,,,,,,,31667.90818,,,,,35933.06969,,,,,38542.01814,,,,,,,,,,42471.89622,,32832.83301,,22971.65034,,10364.20467,,-724.2675723,-6164.159275,-10746.01082,-14717.81536,-16334.50428,12
604,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_50,Emissions|N2O,,,,,,,,,,,7797.722655,,,,,8252.077843,,,,,8725.522278,,,,,,,,,,9701.290692,,9850.894468,,9297.754683,,8701.518732,,8056.651372,7235.666082,6763.516079,6298.996692,6002.99717,14
604,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_50,Emissions|NH3,,,,,,,,,,,52.21303021,,,,,54.26748468,,,,,56.04023332,,,,,,,,,,49.7070849,,46.31404724,,42.28855307,,37.68485734,,33.92435563,30.64865426,27.69079192,25.18447956,23.58359807,15
604,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_50,Emissions|NOx,,,,,,,,,,,112.1667334,,,,,119.5270866,,,,,114.3600528,,,,,,,,,,107.889935,,92.32145256,,75.8829987,,63.21776819,,57.66551205,53.29353558,49.14873375,44.75949446,42.23510591,16
604,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_50,Emissions|OC,,,,,,,,,,,34.54351736,,,,,33.99336132,,,,,33.3069011,,,,,,,,,,29.59614712,,24.69245341,,20.39236933,,17.41423355,,14.50984595,11.63682599,8.732666835,6.613970704,6.154949838,17
604,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_50,Emissions|Sulfur,,,,,,,,,,,92.15418255,,,,,108.5628476,,,,,99.94693851,,,,,,,,,,74.30554469,,47.91788276,,33.57835499,,24.7886285,,22.17875082,20.75138376,18.89774802,16.18150112,14.14512081,19
604,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_50,Emissions|VOC,,,,,,,,,,,190.7659284,,,,,196.4786927,,,,,189.8171299,,,,,,,,,,176.6444781,,160.6842408,,136.852597,,116.9577661,,101.3851216,88.41853563,75.89718171,66.54894138,63.82532633,20
605,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_100,Emissions|BC,,,,,,,,,,,6.908072986,,,,,7.051521066,,,,,7.096967123,,,,,,,,,,6.0399258,,4.882248077,,3.884547327,,3.142749481,,2.638130959,2.161938387,1.69814181,1.39559112,1.34414839,10
605,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_100,Emissions|CO,,,,,,,,,,,859.4526526,,,,,892.3366766,,,,,861.1360921,,,,,,,,,,771.7075256,,647.8690748,,510.7663745,,398.5440647,,314.2765198,251.0038978,192.5072073,160.2318361,142.0334436,11
605,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_100,Emissions|CO2,,,,,,,,,,,31667.90818,,,,,35933.06969,,,,,38542.01814,,,,,,,,,,42471.89622,,29414.18532,,17556.06873,,5794.795566,,-4876.566128,-9637.200761,-13460.48858,-16235.94341,-17326.51518,12
605,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_100,Emissions|N2O,,,,,,,,,,,7797.722655,,,,,8252.077843,,,,,8725.522278,,,,,,,,,,9701.290692,,9587.424998,,8872.088215,,8155.16891,,7423.971931,6665.614974,6219.013313,5851.811858,5543.243378,14
605,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_100,Emissions|NH3,,,,,,,,,,,52.21303021,,,,,54.26748468,,,,,56.04023332,,,,,,,,,,49.7070849,,43.4242626,,37.84308951,,33.73991458,,30.1343221,27.48879921,24.98871302,23.11861705,21.51906268,15
605,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_100,Emissions|NOx,,,,,,,,,,,112.1667334,,,,,119.5270866,,,,,114.3600528,,,,,,,,,,107.889935,,88.00930007,,71.14365761,,59.34629728,,53.71451212,49.58186814,45.83384116,43.05463099,41.00223755,16
605,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_100,Emissions|OC,,,,,,,,,,,34.54351736,,,,,33.99336132,,,,,33.3069011,,,,,,,,,,29.59614712,,24.2472175,,19.59903638,,15.96754985,,12.74998675,10.06326664,7.541436854,6.09765534,5.592217186,17
605,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_100,Emissions|Sulfur,,,,,,,,,,,92.15418255,,,,,108.5628476,,,,,99.94693851,,,,,,,,,,74.30554469,,45.00461251,,29.24623826,,22.20096824,,20.50135074,18.70561188,16.11277534,14.59205877,13.54121837,19
605,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_100,Emissions|VOC,,,,,,,,,,,190.7659284,,,,,196.4786927,,,,,189.8171299,,,,,,,,,,176.6444781,,156.137191,,130.9442421,,109.651679,,93.9395477,81.89955933,71.13035024,64.30038616,61.71775418,20
606,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_120,Emissions|BC,,,,,,,,,,,6.908072986,,,,,7.051521066,,,,,7.096967123,,,,,,,,,,6.0399258,,4.853255681,,3.82598862,,3.097678759,,2.59219766,2.128482277,1.695140597,1.397968033,1.345129583,10
606,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_120,Emissions|CO,,,,,,,,,,,859.4526526,,,,,892.3366766,,,,,861.1360921,,,,,,,,,,771.7075256,,646.2717369,,505.2398511,,392.5969321,,309.5505457,246.0251818,192.3785358,161.3979118,142.2570364,11
606,MESSAGEix-GLOBIOM_GE,SSP2_openres_lc_120,Emissions|CO2,,,,,,,,,,,31667.90818,,,,,35933.06969,,,,,38542.01814,,,,,,,,,,42471.89622,,28637.70582,,16557.69008,,4890.708301,,-5765.492618,-10375.1272,-13920.12327,-16516.78778,-17467.47703,12
